inchikey,activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,np_score,short_inchikey,wikidata_id
SWOQAUBWIBZBLQ-UHFFFAOYSA-N,,CHEMBL832169,CCCC1CSCCC(N)=N1,,CHEMBL1138708,Bioorg Med Chem Lett,CHEMBL186969,=,=,Selectivity,nM,172.0,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Selectivity,uM,172.0,CCCC1CSCCC(N)=N1,0.048031073011509,SWOQAUBWIBZBLQ,no_wikidata_match
SWOQAUBWIBZBLQ-ZETCQYMHSA-N,,CHEMBL832169,CCC[C@H]1CSCCC(N)=N1,,CHEMBL1138708,Bioorg Med Chem Lett,CHEMBL186431,=,=,Selectivity,nM,5.2,CHEMBL2111350,Nitric oxide synthase (inducible and endothelial),Selectivity,uM,5.2,CCC[C@H]1CSCCC(N)=N1,0.048031073011509,SWOQAUBWIBZBLQ,no_wikidata_match
SWYSWYYWUHASKW-UHFFFAOYSA-N,,CHEMBL1023690,Nc1ccccc1-c1ccc(C(=O)NCc2ccccc2)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL563067,=,=,Inhibition,%,28.11,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,28.11,Nc1ccccc1-c1ccc(C(=O)NCc2ccccc2)[nH]1,-0.7110767654648272,SWYSWYYWUHASKW,no_wikidata_match
SXJVFYZNUGGHRG-PZHNMUJHSA-N,,CHEMBL942189,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,,CHEMBL1152257,Bioorg Med Chem,CHEMBL455367,>,>,IC50,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,50.0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,2.8538896549427744,SXJVFYZNUGGHRG,http://www.wikidata.org/entity/Q27138862
SXKBLSLCMSGNBC-YFKPBYRVSA-N,,CHEMBL702890,CS/C(=N/O)NCCC[C@H](N)C(=O)O,,CHEMBL1132646,J Med Chem,CHEMBL57164,=,=,IC50,nM,13000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,13.0,CS/C(=N/O)NCCC[C@H](N)C(=O)O,0.2431069669056287,SXKBLSLCMSGNBC,no_wikidata_match
SXSWEEJYFGUAON-QRPNPIFTSA-N,,CHEMBL1273065,Br.CC(=N)N[C@@H](C)c1ccccc1,,CHEMBL1268984,Bioorg Med Chem Lett,CHEMBL448703,=,=,IC50,nM,450.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.45,Br.CC(=N)N[C@@H](C)c1ccccc1,-0.4467406211569538,SXSWEEJYFGUAON,no_wikidata_match
SXTHVUMOAIVJKU-YFUYRHFLSA-N,,CHEMBL993939,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCCc2ccc(F)cc2)c1.Cl,,CHEMBL1143351,J Med Chem,CHEMBL480418,=,=,Ki,nM,4600.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,4.6,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCNCCc2ccc(F)cc2)c1.Cl,-0.4419377395634035,SXTHVUMOAIVJKU,no_wikidata_match
SYERHLYFHUKCKP-BYPYZUCNSA-N,,CHEMBL1786330,N=C(N)[C@@H]1CCCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783098,>,>,Ratio IC50,nM,10.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,10.0,N=C(N)[C@@H]1CCCN1,0.59410550103505,SYERHLYFHUKCKP,no_wikidata_match
SYERHLYFHUKCKP-SCSAIBSYSA-N,,CHEMBL1786330,N=C(N)[C@H]1CCCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783097,=,=,Ratio IC50,nM,117.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,uM,117.0,N=C(N)[C@H]1CCCN1,0.59410550103505,SYERHLYFHUKCKP,no_wikidata_match
SYERHLYFHUKCKP-UHFFFAOYSA-N,,CHEMBL1786326,N=C(N)C1CCCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783092,=,=,IC50,nM,700.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.7,N=C(N)C1CCCN1,0.59410550103505,SYERHLYFHUKCKP,no_wikidata_match
SYHMYZCWRIEYOI-UHFFFAOYSA-N,,CHEMBL4041165,CN(C)c1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1,,CHEMBL4038342,J Med Chem,CHEMBL4100356,=,=,Ki,nM,10000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,10.0,CN(C)c1ccc(CCNCc2ccc3ccc(N)nc3c2)cc1,-0.7914573294883959,SYHMYZCWRIEYOI,no_wikidata_match
SYLCHGGIDVOGEK-UHFFFAOYSA-N,,CHEMBL4041165,Nc1ccc2ccc(CNCCCc3cccnc3)cc2n1,,CHEMBL4038342,J Med Chem,CHEMBL4071836,=,=,Ki,nM,11200.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,11.2,Nc1ccc2ccc(CNCCCc3cccnc3)cc2n1,-0.7504065847596316,SYLCHGGIDVOGEK,http://www.wikidata.org/entity/Q27467549
SYZVNFSFWHJAPS-UHFFFAOYSA-N,,CHEMBL4621971,Br.CC(=N)Nc1ccc(C(=O)O)cc1,,CHEMBL4619797,ACS Med Chem Lett,CHEMBL4641759,=,=,Inhibition,%,86.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,86.0,Br.CC(=N)Nc1ccc(C(=O)O)cc1,-0.3071826078049143,SYZVNFSFWHJAPS,no_wikidata_match
TTYGGKLWRQWVRW-UHFFFAOYSA-N,,CHEMBL748041,COc1ccccc1/N=C(/N)NO.Cl,,CHEMBL1135725,J Med Chem,CHEMBL1203877,=,=,NOHA,%,5.0,CHEMBL3464,"Nitric oxide synthase, inducible",NOHA,%,5.0,COc1ccccc1/N=C(/N)NO.Cl,-0.4190507796982857,TTYGGKLWRQWVRW,no_wikidata_match
TTZOLDXHOCCNMF-UHFFFAOYSA-N,,CHEMBL1664436,O=C(O)c1ccc(F)cc1O,,CHEMBL1649420,J Med Chem,CHEMBL1650626,=,=,Inhibition,%,1.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,1.0,O=C(O)c1ccc(F)cc1O,-0.4858615957251635,TTZOLDXHOCCNMF,http://www.wikidata.org/entity/Q72477023
TUAXAWZDVAYXFN-UHFFFAOYSA-N,,CHEMBL3820408,Cc1cc(N)nc(CCc2cncc(CCCN(C)C)c2)c1,,CHEMBL3817743,J Med Chem,CHEMBL3818566,=,=,Ki,nM,1486.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,1486.0,Cc1cc(N)nc(CCc2cncc(CCCN(C)C)c2)c1,-0.5773906977049817,TUAXAWZDVAYXFN,http://www.wikidata.org/entity/Q27467187
TUMFAAOTAQZRGI-OFNKIYASSA-N,,CHEMBL1225415,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c1,,CHEMBL1221276,Bioorg Med Chem,CHEMBL1222745,=,=,Ki,nM,37300.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,37.3,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c1,-0.4042880515822689,TUMFAAOTAQZRGI,no_wikidata_match
TUMIYXWSFLIVFR-UHFFFAOYSA-N,,CHEMBL2330224,Cc1cc(N)nc(CCc2cc(CCCN)cc(CCc3cc(C)cc(N)n3)c2)c1,,CHEMBL2321788,J Med Chem,CHEMBL2326358,=,=,Ki,nM,32500.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,32.5,Cc1cc(N)nc(CCc2cc(CCCN)cc(CCc3cc(C)cc(N)n3)c2)c1,0.0653313081400799,TUMIYXWSFLIVFR,http://www.wikidata.org/entity/Q27451640
TUOXPJFCQDMQOX-YFKPBYRVSA-N,,CHEMBL1227492,C[C@H]1CN=C(N)c2sccc2O1,,CHEMBL1221218,Nat Chem Biol,CHEMBL1221702,=,=,IC50,nM,40.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.04,C[C@H]1CN=C(N)c2sccc2O1,-0.2910379482473033,TUOXPJFCQDMQOX,http://www.wikidata.org/entity/Q27095913
TVHKACZATXIHPC-NSCUHMNNSA-N,,CHEMBL701147,C/C=C/CC1COCCC(N)=N1,,CHEMBL1133982,Bioorg Med Chem Lett,CHEMBL89431,=,=,IC50,nM,9260.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,9.26,C/C=C/CC1COCCC(N)=N1,0.9542404555332752,TVHKACZATXIHPC,no_wikidata_match
TVWCIJGLFAXBLS-JEDNCBNOSA-N,,CHEMBL933386,CC(=O)O.N/C(=N/CCC[C@H](N)C(=O)O)N(N)CC(F)(F)F,,CHEMBL1143863,J Med Chem,CHEMBL272851,=,=,Kd,nM,40400.0,CHEMBL4481,"Nitric oxide synthase, inducible",Kd,uM,40.4,CC(=O)O.N/C(=N/CCC[C@H](N)C(=O)O)N(N)CC(F)(F)F,0.1172153373846273,TVWCIJGLFAXBLS,no_wikidata_match
TWDKMKHCHFFGDT-UHFFFAOYSA-N,,CHEMBL701146,NC1=NC(C2CCC2)Nc2cccc(F)c21,,CHEMBL1136724,J Med Chem,CHEMBL352659,=,=,IC50,nM,20.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.02,NC1=NC(C2CCC2)Nc2cccc(F)c21,-0.4310353686247,TWDKMKHCHFFGDT,no_wikidata_match
TWFDQCONQMAKPA-UHFFFAOYSA-N,,CHEMBL3599211,O=c1oc2ccccc2n1CCCCCCN1CCN(CCCCCn2c(=O)oc3ccccc32)CC1,,CHEMBL3596194,Bioorg Med Chem,CHEMBL3597265,=,=,IC50,nM,2900.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,2.9,O=c1oc2ccccc2n1CCCCCCN1CCN(CCCCCn2c(=O)oc3ccccc32)CC1,-0.751771175893973,TWFDQCONQMAKPA,no_wikidata_match
TWHXDFKGBONPPR-CRCLSJGQSA-N,,CHEMBL831768,CC[C@H]1N=C(N)[Se][C@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL178622,=,=,Ratio,nM,13.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,13.0,CC[C@H]1N=C(N)[Se][C@H]1C,0.3408874713520666,TWHXDFKGBONPPR,no_wikidata_match
TWHXDFKGBONPPR-RFZPGFLSSA-N,,CHEMBL831768,CC[C@H]1N=C(N)[Se][C@@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL182193,=,=,Ratio,nM,9.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,9.8,CC[C@H]1N=C(N)[Se][C@@H]1C,0.3408874713520666,TWHXDFKGBONPPR,no_wikidata_match
TWHXDFKGBONPPR-UHNVWZDZSA-N,,CHEMBL831768,CC[C@@H]1N=C(N)[Se][C@@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL178389,=,=,Ratio,nM,9.2,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,9.2,CC[C@@H]1N=C(N)[Se][C@@H]1C,0.3408874713520666,TWHXDFKGBONPPR,no_wikidata_match
TWHXDFKGBONPPR-WHFBIAKZSA-N,,CHEMBL831768,CC[C@@H]1N=C(N)[Se][C@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL179441,=,=,Ratio,nM,13.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,13.0,CC[C@@H]1N=C(N)[Se][C@H]1C,0.3408874713520666,TWHXDFKGBONPPR,no_wikidata_match
TWISSXUWVGIUBP-FNSKOMQISA-N,,CHEMBL1649018,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)C(C)C(=O)O,,CHEMBL1641547,Bioorg Med Chem,CHEMBL1641967,=,=,IC50,nM,4200.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,4.2,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)C(C)C(=O)O,3.116893627404909,TWISSXUWVGIUBP,http://www.wikidata.org/entity/Q105265846
TWMYBFDRSSSTJE-PELKAZGASA-N,,CHEMBL848155,NC1=Nc2c(F)cccc2[C@H]2CCC[C@@]12F,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL350281,=,=,Selectivity,nM,37.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,37.0,NC1=Nc2c(F)cccc2[C@H]2CCC[C@@]12F,-0.0594208050896812,TWMYBFDRSSSTJE,no_wikidata_match
TWSALPPQAVFZNS-JGAZGGJJSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCN)c1.Cl,,CHEMBL1275378,J Med Chem,CHEMBL1276167,=,=,Ki,nM,610.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,0.61,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2NCCN)c1.Cl,-0.0282552154803525,TWSALPPQAVFZNS,no_wikidata_match
TWSALPPQAVFZNS-XOZOLZJESA-N,,CHEMBL993939,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCN)c1.Cl,,CHEMBL1143351,J Med Chem,CHEMBL481465,=,=,Ki,nM,5840.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,5.84,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCN)c1.Cl,-0.0282552154803525,TWSALPPQAVFZNS,no_wikidata_match
TWVNOOFKNQPMSV-BDAKNGLRSA-N,,CHEMBL903950,CN[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)N[C@@H]1CCNC1,Outside typical range,CHEMBL1142908,Bioorg Med Chem,CHEMBL376145,=,=,Ki,nM,124000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,124.0,CN[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)N[C@@H]1CCNC1,-0.0331995295378857,TWVNOOFKNQPMSV,no_wikidata_match
TXEJUZMIQVTZHO-JNXQNPAGSA-N,,CHEMBL1649018,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](O)[C@@H](C)[C@@H]1CC3=O)C(C)C(=O)O,,CHEMBL1641547,Bioorg Med Chem,CHEMBL1644790,=,=,IC50,nM,9600.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,9.6,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](O)[C@@H](C)[C@@H]1CC3=O)C(C)C(=O)O,2.979778579533136,TXEJUZMIQVTZHO,http://www.wikidata.org/entity/Q27135109
TXGZJQLMVSIZEI-UQMAOPSPSA-N,,CHEMBL3579718,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,CHEMBL3576826,J Med Chem,CHEMBL1093059,=,=,IC50,nM,23.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,nM,23.0,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.314391430239228,TXGZJQLMVSIZEI,http://www.wikidata.org/entity/Q27074871
TXHAPORLDDIXMY-UYAOXDASSA-N,,CHEMBL848155,NC1=Nc2cc(CCCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL162416,=,=,Selectivity,nM,14.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,14.0,NC1=Nc2cc(CCCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,-0.5287732299089039,TXHAPORLDDIXMY,no_wikidata_match
TXHKKANZSDSWIS-UHFFFAOYSA-N,,CHEMBL700506,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1C1CCC2C1,,CHEMBL1149107,J Med Chem,CHEMBL39005,=,=,IC50,nM,1080.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,1080.0,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1C1CCC2C1,-0.1548932727993874,TXHKKANZSDSWIS,no_wikidata_match
TYAICJLSMGBRPT-UHFFFAOYSA-N,,CHEMBL832387,CCCC1N=C(N)CC1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL186142,=,=,Ratio,uM,2.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,2.4,CCCC1N=C(N)CC1C,0.6344871244281599,TYAICJLSMGBRPT,no_wikidata_match
TZTAHVCRFCDQIC-UHFFFAOYSA-N,,CHEMBL1955555,CC1(C)SC(c2cc(Cl)ccc2N)=NN1C(=O)C1CCC1,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951510,=,=,Inhibition,%,-4.65,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,-4.65,CC1(C)SC(c2cc(Cl)ccc2N)=NN1C(=O)C1CCC1,-0.8317348158496,TZTAHVCRFCDQIC,no_wikidata_match
TZZNVBRYCSBIHJ-IBTYICNHSA-N,,CHEMBL699602,NC(=O)[C@H](CO)NC(=O)[C@H](N)CCC/N=C(/N)N[N+](=O)[O-].O=C(O)C(F)(F)F,Outside typical range,CHEMBL1132345,J Med Chem,CHEMBL2113674,=,=,Ki,nM,1180000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,1180.0,NC(=O)[C@H](CO)NC(=O)[C@H](N)CCC/N=C(/N)N[N+](=O)[O-].O=C(O)C(F)(F)F,0.2407393635697036,TZZNVBRYCSBIHJ,no_wikidata_match
UACZNFHCLLGRTD-UHFFFAOYSA-N,,CHEMBL847293,CCCCCC1N=C(N)CC1C.Cl,,CHEMBL1131100,J Med Chem,CHEMBL542710,=,=,Ratio,nM,15.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,15.0,CCCCCC1N=C(N)CC1C.Cl,0.8187669035757387,UACZNFHCLLGRTD,no_wikidata_match
UACZNFHCLLGRTD-VTLYIQCISA-N,,CHEMBL882580,CCCCC[C@H]1NC(=N)C[C@H]1C.Cl,,CHEMBL1134975,Bioorg Med Chem Lett,CHEMBL322480,=,=,Selectivity,nM,5.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,5.0,CCCCC[C@H]1NC(=N)C[C@H]1C.Cl,0.8599319172038999,UACZNFHCLLGRTD,no_wikidata_match
UAMAHXVQDCGFBA-UHFFFAOYSA-N,,CHEMBL2434147,Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,,CHEMBL2429861,Eur J Med Chem,CHEMBL2430197,=,=,IC50,nM,6800.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,6.8,Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,-0.6348884761057721,UAMAHXVQDCGFBA,no_wikidata_match
UAVGQDSBRIPETE-UHFFFAOYSA-N,349588.0,CHEMBL3887710,Nc1ccc2ccc(CCNCCc3cccc(F)c3)cc2n1,,CHEMBL3886415,Unknown journal,CHEMBL3139679,=,=,Ki,nM,44000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,44000.0,Nc1ccc2ccc(CCNCCc3cccc(F)c3)cc2n1,-0.7797585959076218,UAVGQDSBRIPETE,http://www.wikidata.org/entity/Q27462916
UAYPWJGHCQAPDA-BEFAXECRSA-N,,CHEMBL1826310,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(Cl)c2)c1,,CHEMBL1821707,J Med Chem,CHEMBL1824855,=,=,Ki,nM,78000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,78.0,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(Cl)c2)c1,-0.5499185462777447,UAYPWJGHCQAPDA,http://www.wikidata.org/entity/Q27456872
UBHDRNPGODZYKI-UHFFFAOYSA-N,,CHEMBL1762844,COC(=O)c1c(F)c(F)c2c(O)n[nH]c2c1F,,CHEMBL1759883,Eur J Med Chem,CHEMBL1760088,=,=,Inhibition,%,46.2,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,46.2,COC(=O)c1c(F)c(F)c2c(O)n[nH]c2c1F,-0.759933190812747,UBHDRNPGODZYKI,no_wikidata_match
UDMXXIAQJBIXEU-UHFFFAOYSA-N,,CHEMBL2401460,COc1ccc(N)c(C2=NN(C(=O)Cc3ccccc3)CC2)c1,,CHEMBL2396629,Bioorg Med Chem,CHEMBL2397618,=,=,Inhibition,%,15.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,15.0,COc1ccc(N)c(C2=NN(C(=O)Cc3ccccc3)CC2)c1,-0.8184650852172826,UDMXXIAQJBIXEU,no_wikidata_match
UDNLMICTQMOCFF-UHFFFAOYSA-N,,CHEMBL1056359,COc1ccc(C(=O)C2CN=C3C=CC=CN3C2)cc1OC.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL562122,=,=,Activity,%,123.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,123.0,COc1ccc(C(=O)C2CN=C3C=CC=CN3C2)cc1OC.[O-][Cl+3]([O-])([O-])O,-0.1798105957795926,UDNLMICTQMOCFF,no_wikidata_match
UEERDLDQHLCRAU-JTQLQIEISA-N,,CHEMBL903950,CN[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NC1CCNCC1,Outside typical range,CHEMBL1142908,Bioorg Med Chem,CHEMBL375056,=,=,Ki,nM,515000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,515.0,CN[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)NC1CCNCC1,-0.0513343507992999,UEERDLDQHLCRAU,no_wikidata_match
UEJJHQNACJXSKW-UHFFFAOYSA-N,,CHEMBL3047051,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,CHEMBL3045031,Med Chem Res,CHEMBL468,=,=,Inhibition,%,28.2,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,28.2,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-0.237288622234179,UEJJHQNACJXSKW,http://www.wikidata.org/entity/Q203174
UFAXVEYPVZADKJ-UHFFFAOYSA-N,,CHEMBL3801317,CCNC(=O)NCCC(O)c1cc(OC)ccc1N,,CHEMBL3797128,Medchemcomm,CHEMBL3798340,=,=,Inhibition,%,26.64,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,26.64,CCNC(=O)NCCC(O)c1cc(OC)ccc1N,-0.716750266742363,UFAXVEYPVZADKJ,no_wikidata_match
UFFMLXIMOZMLNJ-UHFFFAOYSA-N,,CHEMBL1803809,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,,CHEMBL1799930,Bioorg Med Chem Lett,CHEMBL1800528,=,=,IC50,nM,144.54,CHEMBL4481,"Nitric oxide synthase, inducible",pIC50,,6.84,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,-0.9605515873128952,UFFMLXIMOZMLNJ,no_wikidata_match
UFVLIVCXTIGACT-UHFFFAOYSA-N,,CHEMBL1664436,Nc1ccc2cccc(O)c2n1,,CHEMBL1649420,J Med Chem,CHEMBL119647,=,=,Inhibition,%,38.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,38.0,Nc1ccc2cccc(O)c2n1,0.2960641887905584,UFVLIVCXTIGACT,http://www.wikidata.org/entity/Q27451304
UFVWETVSNNVCMZ-UHFFFAOYSA-N,,CHEMBL2401460,COc1ccc(N)c(C2=NN(C(=O)C3CCCC3)CC2)c1,,CHEMBL2396629,Bioorg Med Chem,CHEMBL435691,=,=,Inhibition,%,1.85,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,1.85,COc1ccc(N)c(C2=NN(C(=O)C3CCCC3)CC2)c1,-0.7917213841719049,UFVWETVSNNVCMZ,no_wikidata_match
UFZWJKDCQPJLEW-UHFFFAOYSA-N,,CHEMBL3579718,C#CC12C=C(C#N)C(=O)C=C1c1c(C)cccc1CC2,,CHEMBL3576826,J Med Chem,CHEMBL3577134,=,=,IC50,nM,940.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,nM,940.0,C#CC12C=C(C#N)C(=O)C=C1c1c(C)cccc1CC2,0.53942428341381,UFZWJKDCQPJLEW,no_wikidata_match
UGNXHFQMQHHYBF-KBPBESRZSA-N,,CHEMBL852582,NCC[C@H](NC(=O)[C@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)OCc1ccccc1)C(N)=O,Outside typical range,CHEMBL1133106,J Med Chem,CHEMBL98383,=,=,Ratio,nM,31.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,31.0,NCC[C@H](NC(=O)[C@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)OCc1ccccc1)C(N)=O,-0.0053037308604124,UGNXHFQMQHHYBF,no_wikidata_match
UHBIKXOBLZWFKM-UHFFFAOYSA-N,,CHEMBL1664436,O=C(O)c1ccc2cccc(O)c2n1,,CHEMBL1649420,J Med Chem,CHEMBL1368601,=,=,Inhibition,%,29.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,29.0,O=C(O)c1ccc2cccc(O)c2n1,-0.2170978444538357,UHBIKXOBLZWFKM,http://www.wikidata.org/entity/Q27188565
UHRBMIUEKLWEPB-UHFFFAOYSA-N,,CHEMBL4380146,C=CCC(=N)NCCCCN,,CHEMBL4376856,J Med Chem,CHEMBL4558445,=,=,Inhibition,%,100.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,100.0,C=CCC(=N)NCCCCN,0.3566790433861636,UHRBMIUEKLWEPB,no_wikidata_match
UHZDMUCWAYRRHW-MRZGDXHCSA-N,,CHEMBL5046509,COC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(Cl)cc1,,CHEMBL5046219,J Med Chem,CHEMBL2289685,=,=,Ratio IC50,nM,51.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,nM,51.0,COC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(Cl)cc1,-0.2813914571881952,UHZDMUCWAYRRHW,no_wikidata_match
UIAFKZKHHVMJGS-UHFFFAOYSA-N,,CHEMBL1664436,O=C(O)c1ccc(O)cc1O,,CHEMBL1649420,J Med Chem,CHEMBL328910,=,=,Inhibition,%,16.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,16.0,O=C(O)c1ccc(O)cc1O,0.7464833470939272,UIAFKZKHHVMJGS,http://www.wikidata.org/entity/Q209206
