activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL752278,CC(=N)NCCSCC[C@@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL155316,>,>,Ratio,,17.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,17.0,CC(=N)NCCSCC[C@@H](N)C(=O)O,MOLOJNHYNHBPCW-SSDOTTSWSA-N,0.4192840526254143,MOLOJNHYNHBPCW,no_wikidata_match
,CHEMBL752278,CC(=N)NCCSCC[C@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL114551,=,=,Ratio,,104.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,104.0,CC(=N)NCCSCC[C@H](N)C(=O)O,MOLOJNHYNHBPCW-ZETCQYMHSA-N,0.4192840526254143,MOLOJNHYNHBPCW,http://www.wikidata.org/entity/Q27251084
,CHEMBL946892,CC(=N)NCCSCC[C@H](N)C(=O)O,,CHEMBL1142258,Bioorg Med Chem Lett,CHEMBL114551,=,=,Ratio IC50,,38.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,38.0,CC(=N)NCCSCC[C@H](N)C(=O)O,MOLOJNHYNHBPCW-ZETCQYMHSA-N,0.4192840526254143,MOLOJNHYNHBPCW,http://www.wikidata.org/entity/Q27251084
,CHEMBL1786330,CC(=N)NCCSCC[C@H](N)C(=O)O,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL114551,=,=,Ratio IC50,,104.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,104.0,CC(=N)NCCSCC[C@H](N)C(=O)O,MOLOJNHYNHBPCW-ZETCQYMHSA-N,0.4192840526254143,MOLOJNHYNHBPCW,http://www.wikidata.org/entity/Q27251084
,CHEMBL852582,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCCN)C(N)=O,,CHEMBL1133106,J Med Chem,CHEMBL101042,=,=,Ratio,,283.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,283.0,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCCN)C(N)=O,MOSLFQPVECZYJW-IUCAKERBSA-N,0.3902644689069501,MOSLFQPVECZYJW,no_wikidata_match
,CHEMBL834177,Nc1nc(O)c2nc(-c3cccc4ccccc34)cnc2n1,,CHEMBL1140327,J Med Chem,CHEMBL188157,>,>,Selectivity,,5.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,5.8,Nc1nc(O)c2nc(-c3cccc4ccccc34)cnc2n1,MQCDKNPVBDKLOD-UHFFFAOYSA-N,-0.6292141644489135,MQCDKNPVBDKLOD,no_wikidata_match
,CHEMBL848155,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@]12F,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL162455,=,=,Selectivity,,28.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,28.0,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@]12F,MQCLHYQSXIPQDZ-SKDRFNHKSA-N,-0.1687132571433063,MQCLHYQSXIPQDZ,no_wikidata_match
,CHEMBL847293,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],,CHEMBL1131100,J Med Chem,CHEMBL227744,=,=,Ratio,,0.066,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,0.066,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],MRAUNPAHJZDYCK-BYPYZUCNSA-N,0.6233324074124401,MRAUNPAHJZDYCK,http://www.wikidata.org/entity/Q7041453
,CHEMBL840777,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],,CHEMBL1131040,J Med Chem,CHEMBL227744,=,=,Selectivity,,45.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,45.0,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],MRAUNPAHJZDYCK-BYPYZUCNSA-N,0.6233324074124401,MRAUNPAHJZDYCK,http://www.wikidata.org/entity/Q7041453
,CHEMBL702712,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL227744,=,=,Selectivity,,69.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,69.0,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],MRAUNPAHJZDYCK-BYPYZUCNSA-N,0.6233324074124401,MRAUNPAHJZDYCK,http://www.wikidata.org/entity/Q7041453
,CHEMBL851343,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL227744,=,=,Ratio,,69.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,69.0,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],MRAUNPAHJZDYCK-BYPYZUCNSA-N,0.6233324074124401,MRAUNPAHJZDYCK,http://www.wikidata.org/entity/Q7041453
,CHEMBL2037694,CCN[C@H]1CCC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036275,=,=,Ratio IC50,,26.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,26.0,CCN[C@H]1CCC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,MRZYSDFMLQKBFH-LIOBNPLQSA-N,-0.720461046640622,MRZYSDFMLQKBFH,no_wikidata_match
,CHEMBL2037694,CCN[C@H]1CCC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036276,=,=,Ratio IC50,,208.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,208.0,CCN[C@H]1CCC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,MRZYSDFMLQKBFH-YYLIZZNMSA-N,-0.720461046640622,MRZYSDFMLQKBFH,no_wikidata_match
,CHEMBL831768,CC[C@H]1SC(N)=N[C@@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL2096770,=,=,Ratio,,58.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,58.0,CC[C@H]1SC(N)=N[C@@H]1C,MTUOPCIQNKMFGO-RFZPGFLSSA-N,0.059646949928844416,MTUOPCIQNKMFGO,no_wikidata_match
,CHEMBL851343,NC1=Nc2ccccc2[C@H]2COC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL315966,=,=,Ratio,,32.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,32.0,NC1=Nc2ccccc2[C@H]2COC[C@@H]12,MYAOQNACYBVKOD-RKDXNWHRSA-N,0.2563613122350143,MYAOQNACYBVKOD,no_wikidata_match
,CHEMBL848155,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL292099,=,=,Selectivity,,41.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,41.0,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,NAIHDBHWQOJVTF-DTWKUNHWSA-N,-0.38850742471046,NAIHDBHWQOJVTF,no_wikidata_match
,CHEMBL702712,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL292099,=,=,Selectivity,,41.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,41.0,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,NAIHDBHWQOJVTF-DTWKUNHWSA-N,-0.38850742471046,NAIHDBHWQOJVTF,no_wikidata_match
,CHEMBL851343,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL292099,=,=,Ratio,,41.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,41.0,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,NAIHDBHWQOJVTF-DTWKUNHWSA-N,-0.38850742471046,NAIHDBHWQOJVTF,no_wikidata_match
,CHEMBL1960200,CN1CCC(c2c[nH]c3ccc(NC(=N)c4ccco4)cc23)CC1.Cl.Cl,,CHEMBL1955728,Bioorg Med Chem Lett,CHEMBL3216321,=,=,Ratio IC50,,48.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,48.0,CN1CCC(c2c[nH]c3ccc(NC(=N)c4ccco4)cc23)CC1.Cl.Cl,NCSQKCGFJGFXEY-UHFFFAOYSA-N,-0.9077480446458887,NCSQKCGFJGFXEY,no_wikidata_match
,CHEMBL834177,CC(O)C(O)C1CNc2nc(N)nc(N)c2N1,,CHEMBL1140327,J Med Chem,CHEMBL318427,=,=,Selectivity,,1.35,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.35,CC(O)C(O)C1CNc2nc(N)nc(N)c2N1,NDSDGUULXHNXGA-UHFFFAOYSA-N,0.8328030110103236,NDSDGUULXHNXGA,no_wikidata_match
,CHEMBL840781,NCc1ccccc1NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1145940,J Med Chem,CHEMBL297207,=,=,Selectivity,,5.28,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,5.28,NCc1ccccc1NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],NELRAXFUVXHFQP-NSHDSACASA-N,-0.027050662597695438,NELRAXFUVXHFQP,no_wikidata_match
,CHEMBL2037694,CN(C)C1CC=C(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)CC1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036264,=,=,Ratio IC50,,8.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,8.0,CN(C)C1CC=C(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)CC1.Cl,NFVFEGNKXDEQPE-UHFFFAOYSA-N,-0.8551121490805074,NFVFEGNKXDEQPE,no_wikidata_match
,CHEMBL832387,NC1=NCCC1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL161318,=,=,Ratio,uM,2.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,2.3,NC1=NCCC1,NJBMZYSKLWQXLJ-UHFFFAOYSA-N,0.15429748387721667,NJBMZYSKLWQXLJ,http://www.wikidata.org/entity/Q82367383
,CHEMBL848735,Cc1cnc(N)c(C)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL61430,=,=,Selectivity,,0.2,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.2,Cc1cnc(N)c(C)c1,NLDDLJBGRZJASZ-UHFFFAOYSA-N,-0.5891541493203999,NLDDLJBGRZJASZ,http://www.wikidata.org/entity/Q72471822
,CHEMBL848737,Cc1cnc(N)c(C)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL61430,=,=,Selectivity,,0.1,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.1,Cc1cnc(N)c(C)c1,NLDDLJBGRZJASZ-UHFFFAOYSA-N,-0.5891541493203999,NLDDLJBGRZJASZ,http://www.wikidata.org/entity/Q72471822
,CHEMBL832387,CCC1CC(N)=NC1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL363477,=,=,Ratio,uM,0.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,0.8,CCC1CC(N)=NC1C,NMCNOZCNKVOIET-UHFFFAOYSA-N,0.6841193042939554,NMCNOZCNKVOIET,no_wikidata_match
,CHEMBL5117111,CNCC#Cc1cc(C)cc(N)n1,,CHEMBL5113456,Bioorg Med Chem,CHEMBL5176637,=,=,Ratio Ki,,39.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio Ki,,39.0,CNCC#Cc1cc(C)cc(N)n1,NNABKXZKYMQGRR-UHFFFAOYSA-N,-0.18488632174243075,NNABKXZKYMQGRR,no_wikidata_match
,CHEMBL840182,N/C(=N\CCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)N[N+](=O)[O-].O=C(O)C(F)(F)F,,CHEMBL1130132,J Med Chem,CHEMBL1202112,=,=,Selectivity,,0.33,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.33,N/C(=N\CCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)N[N+](=O)[O-].O=C(O)C(F)(F)F,NNUVMFUUKHHBJO-HLRBRJAUSA-N,0.02690324906805504,NNUVMFUUKHHBJO,no_wikidata_match
,CHEMBL840781,NCCCC[C@H](N)C(=O)N[C@H](CCC/N=C(\N)N[N+](=O)[O-])C(N)=O,,CHEMBL1145940,J Med Chem,CHEMBL346350,=,=,Selectivity,,2765.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2765.0,NCCCC[C@H](N)C(=O)N[C@H](CCC/N=C(\N)N[N+](=O)[O-])C(N)=O,NRDGOJQPHWAEES-DTWKUNHWSA-N,0.4320974793861958,NRDGOJQPHWAEES,no_wikidata_match
,CHEMBL840781,NCCCC[C@@H](N)C(=O)N[C@H](CCC/N=C(/N)N[N+](=O)[O-])C(N)=O,,CHEMBL1145940,J Med Chem,CHEMBL295429,=,=,Selectivity,,1022.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1022.0,NCCCC[C@@H](N)C(=O)N[C@H](CCC/N=C(/N)N[N+](=O)[O-])C(N)=O,NRDGOJQPHWAEES-RKDXNWHRSA-N,0.4320974793861958,NRDGOJQPHWAEES,no_wikidata_match
,CHEMBL851343,NC1=Nc2cc(F)ccc2[C@H]2CCC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL315617,=,=,Ratio,,8.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,8.0,NC1=Nc2cc(F)ccc2[C@H]2CCC[C@@H]12,NSWDXQMWPVCXFH-PSASIEDQSA-N,-0.2902318392145933,NSWDXQMWPVCXFH,no_wikidata_match
,CHEMBL850730,CNC(=N)NCCCC(N)C(=O)O,,CHEMBL1130243,J Med Chem,CHEMBL312870,=,=,Selectivity ratio,,1.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity ratio,,1.4,CNC(=N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-UHFFFAOYSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q6823955
,CHEMBL850730,CNC(=N)NCCCC(N)C(=O)O,,CHEMBL1130243,J Med Chem,CHEMBL312870,=,=,Selectivity ratio,,1.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity ratio,,1.4,CNC(=N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-UHFFFAOYSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q108028577
,CHEMBL851343,CNC(=N)NCCCC(N)C(=O)O,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL312870,=,=,Ratio,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,1.0,CNC(=N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-UHFFFAOYSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q6823955
,CHEMBL851343,CNC(=N)NCCCC(N)C(=O)O,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL312870,=,=,Ratio,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,1.0,CNC(=N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-UHFFFAOYSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q108028577
,CHEMBL847293,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1131100,J Med Chem,CHEMBL256147,=,=,Ratio,,0.7,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,0.7,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL752278,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL256147,=,=,Ratio,,0.7,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,0.7,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL848735,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL256147,=,=,Selectivity,,0.9,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.9,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL848737,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL256147,=,=,Selectivity,,0.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.3,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL840777,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1131040,J Med Chem,CHEMBL256147,=,=,Selectivity,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.0,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL702712,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL256147,=,=,Selectivity,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.0,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL2168857,CNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL2163286,J Med Chem,CHEMBL256147,=,=,Ratio IC50,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,2.0,CNC(=N)NCCC[C@H](N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q99615184
,CHEMBL831768,CN[C@@H](CCCNC(=N)N)C(=O)O,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL332148,=,=,Ratio,,0.23,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,0.23,CN[C@@H](CCCNC(=N)N)C(=O)O,NTWVQPHTOUKMDI-YFKPBYRVSA-N,0.911380424218454,NTWVQPHTOUKMDI,http://www.wikidata.org/entity/Q27463312
,CHEMBL2037694,CN[C@@H](CCCNC(=N)N)C(=O)O,,CHEMBL2034871,J Med Chem,CHEMBL332148,=,=,Ratio IC50,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,2.0,CN[C@@H](CCCNC(=N)N)C(=O)O,NTWVQPHTOUKMDI-YFKPBYRVSA-N,0.911380424218454,NTWVQPHTOUKMDI,http://www.wikidata.org/entity/Q27463312
,CHEMBL702712,Cl.Cl.NC1=Nc2cc(CNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL544514,=,=,Selectivity,,7.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,7.0,Cl.Cl.NC1=Nc2cc(CNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,NUCMQCYPLNGWBS-XMHBETNISA-N,-0.5829803433443809,NUCMQCYPLNGWBS,no_wikidata_match
,CHEMBL851192,CCOC(=O)c1ccc(NC(=N)SCC)cc1.I,,CHEMBL1130064,J Med Chem,CHEMBL545670,=,=,Selectivity index,,39.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity index,,39.0,CCOC(=O)c1ccc(NC(=N)SCC)cc1.I,OBEMJCMXFQUDGP-UHFFFAOYSA-N,-0.9777467284272277,OBEMJCMXFQUDGP,no_wikidata_match
,CHEMBL5117111,Cc1cc(N)nc(C#CCN2CC(F)(F)C2)c1,,CHEMBL5113456,Bioorg Med Chem,CHEMBL5192809,=,=,Ratio Ki,,23.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio Ki,,23.0,Cc1cc(N)nc(C#CCN2CC(F)(F)C2)c1,OJUWVNWEQOIPOJ-UHFFFAOYSA-N,-0.4923860961576235,OJUWVNWEQOIPOJ,no_wikidata_match
,CHEMBL752278,CC(=N)NCCCC[C@@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL340800,=,=,Ratio,,23.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,23.0,CC(=N)NCCCC[C@@H](N)C(=O)O,ONYFNWIHJBLQKE-SSDOTTSWSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27087931
,CHEMBL848735,CC(=N)NCCCC[C@H](N)C(=O)O,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL7889,=,=,Selectivity,,5.6,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,5.6,CC(=N)NCCCC[C@H](N)C(=O)O,ONYFNWIHJBLQKE-ZETCQYMHSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27132940
,CHEMBL848737,CC(=N)NCCCC[C@H](N)C(=O)O,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL7889,=,=,Selectivity,,13.1,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,13.1,CC(=N)NCCCC[C@H](N)C(=O)O,ONYFNWIHJBLQKE-ZETCQYMHSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27132940
,CHEMBL850533,CC(=N)NCCCC[C@H](N)C(=O)O,,CHEMBL1131487,J Med Chem,CHEMBL7889,=,=,Selectivity index,,12.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity index,,12.0,CC(=N)NCCCC[C@H](N)C(=O)O,ONYFNWIHJBLQKE-ZETCQYMHSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27132940
,CHEMBL832387,CC(=N)NCCCC[C@H](N)C(=O)O,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL7889,=,=,Ratio,uM,8.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,8.3,CC(=N)NCCCC[C@H](N)C(=O)O,ONYFNWIHJBLQKE-ZETCQYMHSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27132940
,CHEMBL946892,CC(=N)NCCCC[C@H](N)C(=O)O,,CHEMBL1142258,Bioorg Med Chem Lett,CHEMBL7889,=,=,Ratio IC50,,21.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,21.0,CC(=N)NCCCC[C@H](N)C(=O)O,ONYFNWIHJBLQKE-ZETCQYMHSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27132940
,CHEMBL845032,CC1CCC(N)=NC1,,CHEMBL1131208,J Med Chem,CHEMBL269330,=,=,Selectivity,,0.9,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.9,CC1CCC(N)=NC1,OQYPAQURYOEEGO-UHFFFAOYSA-N,1.2242275019165252,OQYPAQURYOEEGO,http://www.wikidata.org/entity/Q82461449
,CHEMBL848735,Cc1ccnc(N)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL40833,=,=,Selectivity,,0.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.4,Cc1ccnc(N)c1,ORLGLBZRQYOWNA-UHFFFAOYSA-N,-0.043867378721075066,ORLGLBZRQYOWNA,http://www.wikidata.org/entity/Q24755764
,CHEMBL848737,Cc1ccnc(N)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL40833,=,=,Selectivity,,0.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.4,Cc1ccnc(N)c1,ORLGLBZRQYOWNA-UHFFFAOYSA-N,-0.043867378721075066,ORLGLBZRQYOWNA,http://www.wikidata.org/entity/Q24755764
,CHEMBL1227496,Cc1ccnc(N)c1,,CHEMBL1221218,Nat Chem Biol,CHEMBL40833,=,=,Ratio IC50,,2.7,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,2.7,Cc1ccnc(N)c1,ORLGLBZRQYOWNA-UHFFFAOYSA-N,-0.043867378721075066,ORLGLBZRQYOWNA,http://www.wikidata.org/entity/Q24755764
,CHEMBL848735,Nc1nccc2ccccc12,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL62083,=,=,Selectivity,,0.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.3,Nc1nccc2ccccc12,OSILBMSORKFRTB-UHFFFAOYSA-N,-0.31066810765208186,OSILBMSORKFRTB,http://www.wikidata.org/entity/Q27287501
,CHEMBL848737,Nc1nccc2ccccc12,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL62083,=,=,Selectivity,,1.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.4,Nc1nccc2ccccc12,OSILBMSORKFRTB-UHFFFAOYSA-N,-0.31066810765208186,OSILBMSORKFRTB,http://www.wikidata.org/entity/Q27287501
,CHEMBL840777,Br.Br.Br.N=C(CN)Nc1cccc(CN)c1,,CHEMBL1131040,J Med Chem,CHEMBL542675,=,=,Selectivity,,18.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,18.0,Br.Br.Br.N=C(CN)Nc1cccc(CN)c1,OSNUXCHNXGTCLF-UHFFFAOYSA-N,-0.6234457613054749,OSNUXCHNXGTCLF,no_wikidata_match
,CHEMBL840777,CC(=N)Nc1ccc(CCN)cc1.Cl.Cl,,CHEMBL1131040,J Med Chem,CHEMBL538767,=,=,Selectivity,,10.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,10.0,CC(=N)Nc1ccc(CCN)cc1.Cl.Cl,OTBYFKCGABTGED-UHFFFAOYSA-N,-0.1052661030875867,OTBYFKCGABTGED,no_wikidata_match
